CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
13;LC;86338;A;23;ROSA;301;;0
14;LC;40014;E;27;ROSA;301;;0
15;LC;98083;C;9;ROSA;301;;0
16;LC;97244;B;10;ROSA;301;;0
17;LC;98151;B;11;ROSA;301;;0
18;LC;97379;C;30;ROSA;301;;0
19;LC;27677;B;13;ROSA;301;;0
20;LC;28735;D;1;ROSA;301;;0
21;LC;55655;A;24;ROSA;301;;0
22;LC;86586;B;18;ROSA;301;;0
23;LC;98005;B;26;ROSA;301;;0
24;LC;96640;A;1;ROSA;301;;0
25;LC;61388;A;12;ROSA;301;;0
26;LC;61413;E;4;ROSA;301;;0
27;LC;39973;E;25;ROSA;301;;0
28;LC;96749;B;16;ROSA;301;;0
29;LC;97467;B;24;ROSA;301;;0
30;LC;97420;D;16;ROSA;301;;0
31;LC;83000;C;16;ROSA;301;;0
32;LC;50236;B;12;ROSA;301;;0
33;LC;67813;A;2;ROSA;301;;0
34;LC;49264;D;28;ROSA;301;;0
35;LC;97334;E;15;ROSA;301;;0
36;LC;68217;B;29;ROSA;301;;0
37;LC;45089;A;14;ROSA;301;;0
38;LC;13547;B;25;ROSA;301;;0
39;LC;21776;E;16;ROSA;301;;0
40;LC;96667;A;3;ROSA;301;;0
41;LC;82375;D;21;ROSA;301;;0
42;LC;97945;C;16;ROSA;301;;0
43;LC;96509;E;1;ROSA;301;;0
44;LC;96670;C;3;ROSA;301;;0
45;LC;38027;E;17;ROSA;301;;0
46;LC;97949;B;17;ROSA;301;;0
47;LC;35682;C;18;ROSA;301;;0
48;LC;97113;A;20;ROSA;301;;0
49;LC;83851;B;22;ROSA;301;;0
50;LC;85805;D;18;ROSA;301;;0
1;LC;30170;E;8;CINZA;309;0;1
2;LC;23559;D;6;CINZA;309;0;1
3;LC;27055;E;7;CINZA;309;0;1
4;LC;39570;C;6;CINZA;309;0;1
5;LC;40290;A;5;CINZA;309;0;1
6;LC;54904;C;6;CINZA;309;1;1
7;LC;55307;C;5;CINZA;309;1;1
8;LC;55970;B;7;CINZA;309;1;1
9;LC;23733;B;8;CINZA;309;1;1
10;LC;22565;E;5;CINZA;309;1;1
11;LC;96818;D;19;CINZA;309;;1
12;LC;39973;E;25;CINZA;309;;1
13;LC;96749;B;16;CINZA;309;;1
14;LC;97467;B;24;CINZA;309;;1
15;LC;27677;B;13;CINZA;309;;1
16;LC;28735;D;1;CINZA;309;;1
17;LC;55655;A;24;CINZA;309;;1
18;LC;86586;B;18;CINZA;309;;1
19;LC;98083;C;9;CINZA;309;;1
20;LC;97244;B;10;CINZA;309;;1
21;LC;98151;B;11;CINZA;309;;1
22;LC;97379;C;30;CINZA;309;;1
23;LC;96670;C;3;CINZA;309;;1
24;LC;38027;E;17;CINZA;309;;1
25;LC;97949;B;17;CINZA;309;;1
26;LC;96667;A;3;CINZA;309;;1
27;LC;82375;D;21;CINZA;309;;1
28;LC;97945;C;16;CINZA;309;;1
29;LC;96509;E;1;CINZA;309;;1
30;LC;98005;B;26;CINZA;309;;1
31;LC;96640;A;1;CINZA;309;;1
32;LC;61388;A;12;CINZA;309;;1
33;LC;61413;E;4;CINZA;309;;1
34;LC;17194;A;16;CINZA;309;;1
35;LC;86338;A;23;CINZA;309;;1
36;LC;40014;E;27;CINZA;309;;1
37;LC;97420;D;16;CINZA;309;;1
38;LC;83000;C;16;CINZA;309;;1
39;LC;50236;B;12;CINZA;309;;1
40;LC;35682;C;18;CINZA;309;;1
41;LC;97113;A;20;CINZA;309;;1
42;LC;83851;B;22;CINZA;309;;1
43;LC;85805;D;18;CINZA;309;;1
44;LC;68217;B;29;CINZA;309;;1
45;LC;45089;A;14;CINZA;309;;1
46;LC;13547;B;25;CINZA;309;;1
47;LC;21776;E;16;CINZA;309;;1
48;LC;67813;A;2;CINZA;309;;1
49;LC;49264;D;28;CINZA;309;;1
50;LC;97334;E;15;CINZA;309;;1
1;MT;42706;C;26;AMARELA;304;;0
2;MT;24747;B;15;AMARELA;304;;0
3;MT;96774;A;25;AMARELA;304;;0
4;MT;53278;A;26;AMARELA;304;;0
5;MT;32686;C;20;AMARELA;304;;0
6;MT;27005;C;29;AMARELA;304;;0
7;MT;85018;E;17;AMARELA;304;;0
8;MT;83234;A;24;AMARELA;304;;0
9;MT;83152;B;30;AMARELA;304;;0
10;MT;10052;D;21;AMARELA;304;;0
11;MT;32969;D;8;AMARELA;304;;0
12;MT;60291;C;28;AMARELA;304;;0
13;MT;45081;D;28;AMARELA;304;;0
14;MT;42955;B;13;AMARELA;304;;0
15;MT;30029;D;27;AMARELA;304;;0
16;MT;53721;D;25;AMARELA;304;;0
17;MT;25723;C;21;AMARELA;304;;0
18;MT;39762;E;2;AMARELA;304;;0
19;MT;95265;A;18;AMARELA;304;;0
20;MT;83608;E;23;AMARELA;304;;0
21;MT;25285;C;5;AMARELA;304;;0
22;MT;40660;A;2;AMARELA;304;;0
23;MT;16644;D;1;AMARELA;304;;0
24;MT;85050;B;9;AMARELA;304;;0
25;MT;83906;E;24;AMARELA;304;;0
26;MT;17264;C;12;AMARELA;304;;0
27;MT;44243;E;7;AMARELA;304;;0
28;MT;48223;B;20;AMARELA;304;;0
29;MT;96833;A;4;AMARELA;304;;0
30;MT;32808;C;8;AMARELA;304;;0
31;MT;29844;B;14;AMARELA;304;;0
32;MT;53219;D;29;AMARELA;304;;0
33;MT;38786;A;3;AMARELA;304;;0
34;MT;42692;B;4;AMARELA;304;;0
35;MT;8476;D;3;AMARELA;304;;0
36;MT;87262;B;22;AMARELA;304;;0
37;MT;39198;E;6;AMARELA;304;;0
38;MT;88786;B;17;AMARELA;304;;0
39;MT;60315;C;19;AMARELA;304;;0
40;MT;11472;D;12;AMARELA;304;;0
41;MT;18364;A;11;AMARELA;304;;0
42;MT;30865;D;10;AMARELA;304;;0
43;MT;32221;C;6;AMARELA;304;;0
44;MT;59795;E;16;AMARELA;304;;0
45;MT;37515;E;27;AMARELA;304;;0
1;MT;32221;C;6;CINZA;306;;0
2;MT;59795;E;16;CINZA;306;;0
3;MT;37515;E;27;CINZA;306;;0
4;MT;60291;C;28;CINZA;306;;0
5;MT;45081;D;28;CINZA;306;;0
6;MT;42955;B;13;CINZA;306;;0
7;MT;11472;D;12;CINZA;306;;0
8;MT;18364;A;11;CINZA;306;;0
9;MT;30865;D;10;CINZA;306;;0
10;MT;39198;E;6;CINZA;306;;0
11;MT;88786;B;17;CINZA;306;;0
12;MT;60315;C;19;CINZA;306;;0
13;MT;17264;C;12;CINZA;306;;0
14;MT;44243;E;7;CINZA;306;;0
15;MT;48223;B;20;CINZA;306;;0
16;MT;96833;A;4;CINZA;306;;0
17;MT;85050;B;9;CINZA;306;;0
18;MT;83906;E;24;CINZA;306;;0
19;MT;25723;C;21;CINZA;306;;0
20;MT;39762;E;2;CINZA;306;;0
21;MT;95265;A;18;CINZA;306;;0
22;MT;32808;C;8;CINZA;306;;0
23;MT;29844;B;14;CINZA;306;;0
24;MT;53219;D;29;CINZA;306;;0
25;MT;38786;A;3;CINZA;306;;0
26;MT;42692;B;4;CINZA;306;;0
27;MT;8476;D;3;CINZA;306;;0
28;MT;87262;B;22;CINZA;306;;0
29;MT;30029;D;27;CINZA;306;;0
30;MT;53721;D;25;CINZA;306;;0
31;MT;83234;A;24;CINZA;306;;0
32;MT;83152;B;30;CINZA;306;;0
33;MT;10052;D;21;CINZA;306;;0
34;MT;32969;D;8;CINZA;306;;0
35;MT;83608;E;23;CINZA;306;;0
36;MT;25285;C;5;CINZA;306;;0
37;MT;40660;A;2;CINZA;306;;0
38;MT;16644;D;1;CINZA;306;;0
39;MT;32686;C;20;CINZA;306;;0
40;MT;27005;C;29;CINZA;306;;0
41;MT;85018;E;17;CINZA;306;;0
42;MT;53278;A;26;CINZA;306;;0
43;MT;42706;C;26;CINZA;306;;0
44;MT;24747;B;15;CINZA;306;;0
45;MT;96774;A;25;CINZA;306;;0
1;MT;11472;D;12;AZUL;303;;0
2;MT;18364;A;11;AZUL;303;;0
3;MT;30865;D;10;AZUL;303;;0
4;MT;32686;C;20;AZUL;303;;0
5;MT;27005;C;29;AZUL;303;;0
6;MT;85018;E;17;AZUL;303;;0
7;MT;32808;C;8;AZUL;303;;0
8;MT;29844;B;14;AZUL;303;;0
9;MT;53219;D;29;AZUL;303;;0
10;MT;83608;E;23;AZUL;303;;0
11;MT;25285;C;5;AZUL;303;;0
12;MT;40660;A;2;AZUL;303;;0
13;MT;16644;D;1;AZUL;303;;0
14;MT;42706;C;26;AZUL;303;;0
15;MT;24747;B;15;AZUL;303;;0
16;MT;96774;A;25;AZUL;303;;0
17;MT;60291;C;28;AZUL;303;;0
18;MT;45081;D;28;AZUL;303;;0
19;MT;42955;B;13;AZUL;303;;0
20;MT;32221;C;6;AZUL;303;;0
21;MT;59795;E;16;AZUL;303;;0
22;MT;37515;E;27;AZUL;303;;0
23;MT;83234;A;24;AZUL;303;;0
24;MT;83152;B;30;AZUL;303;;0
25;MT;10052;D;21;AZUL;303;;0
26;MT;32969;D;8;AZUL;303;;0
27;MT;53278;A;26;AZUL;303;;0
28;MT;38786;A;3;AZUL;303;;0
29;MT;42692;B;4;AZUL;303;;0
30;MT;8476;D;3;AZUL;303;;0
31;MT;87262;B;22;AZUL;303;;0
32;MT;25723;C;21;AZUL;303;;0
33;MT;39762;E;2;AZUL;303;;0
34;MT;95265;A;18;AZUL;303;;0
35;MT;30029;D;27;AZUL;303;;0
36;MT;53721;D;25;AZUL;303;;0
37;MT;85050;B;9;AZUL;303;;0
38;MT;83906;E;24;AZUL;303;;0
39;MT;17264;C;12;AZUL;303;;0
40;MT;44243;E;7;AZUL;303;;0
41;MT;48223;B;20;AZUL;303;;0
42;MT;96833;A;4;AZUL;303;;0
43;MT;39198;E;6;AZUL;303;;0
44;MT;88786;B;17;AZUL;303;;0
45;MT;60315;C;19;AZUL;303;;0
1;MT;32686;C;20;ROSA;305;;0
2;MT;27005;C;29;ROSA;305;;0
3;MT;85018;E;17;ROSA;305;;0
4;MT;39198;E;6;ROSA;305;;0
5;MT;88786;B;17;ROSA;305;;0
6;MT;60315;C;19;ROSA;305;;0
7;MT;17264;C;12;ROSA;305;;0
8;MT;44243;E;7;ROSA;305;;0
9;MT;48223;B;20;ROSA;305;;0
10;MT;96833;A;4;ROSA;305;;0
11;MT;83234;A;24;ROSA;305;;0
12;MT;83152;B;30;ROSA;305;;0
13;MT;10052;D;21;ROSA;305;;0
14;MT;32969;D;8;ROSA;305;;0
15;MT;83608;E;23;ROSA;305;;0
16;MT;25285;C;5;ROSA;305;;0
17;MT;40660;A;2;ROSA;305;;0
18;MT;16644;D;1;ROSA;305;;0
19;MT;32221;C;6;ROSA;305;;0
20;MT;59795;E;16;ROSA;305;;0
21;MT;37515;E;27;ROSA;305;;0
22;MT;60291;C;28;ROSA;305;;0
23;MT;45081;D;28;ROSA;305;;0
24;MT;42955;B;13;ROSA;305;;0
25;MT;32808;C;8;ROSA;305;;0
26;MT;29844;B;14;ROSA;305;;0
27;MT;53219;D;29;ROSA;305;;0
28;MT;85050;B;9;ROSA;305;;0
29;MT;83906;E;24;ROSA;305;;0
30;MT;42706;C;26;ROSA;305;;0
31;MT;24747;B;15;ROSA;305;;0
32;MT;96774;A;25;ROSA;305;;0
33;MT;30029;D;27;ROSA;305;;0
34;MT;53721;D;25;ROSA;305;;0
35;MT;53278;A;26;ROSA;305;;0
36;MT;25723;C;21;ROSA;305;;0
37;MT;39762;E;2;ROSA;305;;0
38;MT;95265;A;18;ROSA;305;;0
39;MT;38786;A;3;ROSA;305;;0
40;MT;42692;B;4;ROSA;305;;0
41;MT;8476;D;3;ROSA;305;;0
42;MT;87262;B;22;ROSA;305;;0
43;MT;11472;D;12;ROSA;305;;0
44;MT;18364;A;11;ROSA;305;;0
45;MT;30865;D;10;ROSA;305;;0
1;MT;23575;C;3;CINZA;310;;1
2;MT;59795;E;16;CINZA;310;;1
3;MT;37515;E;27;CINZA;310;;1
4;MT;33047;C;11;CINZA;310;;1
5;MT;45081;D;28;CINZA;310;;1
6;MT;42955;B;13;CINZA;310;;1
7;MT;11472;D;12;CINZA;310;;1
8;MT;18364;A;11;CINZA;310;;1
9;MT;30865;D;10;CINZA;310;;1
10;MT;59545;E;28;CINZA;310;;1
11;MT;88786;B;17;CINZA;310;;1
12;MT;60315;C;19;CINZA;310;;1
13;MT;17264;C;12;CINZA;310;;1
14;MT;44243;E;7;CINZA;310;;1
15;MT;48223;B;20;CINZA;310;;1
16;MT;96833;A;4;CINZA;310;;1
17;MT;85050;B;9;CINZA;310;;1
18;MT;83906;E;24;CINZA;310;;1
19;MT;25723;C;21;CINZA;310;;1
20;MT;39762;E;2;CINZA;310;;1
21;MT;95265;A;18;CINZA;310;;1
22;MT;32808;C;8;CINZA;310;;1
23;MT;29844;B;14;CINZA;310;;1
24;MT;53219;D;29;CINZA;310;;1
25;MT;38786;A;3;CINZA;310;;1
26;MT;42692;B;4;CINZA;310;;1
27;MT;8476;D;3;CINZA;310;;1
28;MT;87262;B;22;CINZA;310;;1
29;MT;30029;D;27;CINZA;310;;1
30;MT;53721;D;25;CINZA;310;;1
31;MT;83234;A;24;CINZA;310;;1
32;MT;83152;B;30;CINZA;310;;1
33;MT;10052;D;21;CINZA;310;;1
34;MT;32969;D;8;CINZA;310;;1
35;MT;83608;E;23;CINZA;310;;1
36;MT;25285;C;5;CINZA;310;;1
37;MT;40660;A;2;CINZA;310;;1
38;MT;16644;D;1;CINZA;310;;1
39;MT;32686;C;20;CINZA;310;;1
40;MT;27005;C;29;CINZA;310;;1
41;MT;85018;E;17;CINZA;310;;1
42;MT;53278;A;26;CINZA;310;;1
43;MT;42706;C;26;CINZA;310;;1
44;MT;24747;B;15;CINZA;310;;1
45;MT;96774;A;25;CINZA;310;;1
1;CH;48333;D;8;AZUL;336;;0
2;CH;7593;E;13;AZUL;336;;0
3;CH;25659;B;19;AZUL;336;;0
4;CH;66857;E;1;AZUL;336;;0
5;CH;23078;E;4;AZUL;336;;0
6;CH;35663;D;17;AZUL;336;;0
7;CH;26554;D;29;AZUL;336;;0
8;CH;29964;E;6;AZUL;336;;0
9;CH;64129;B;5;AZUL;336;;0
10;CH;25144;B;24;AZUL;336;;0
11;CH;8697;B;12;AZUL;336;;0
12;CH;63940;B;5;AZUL;336;;0
13;CH;52841;A;27;AZUL;336;;0
14;CH;37869;B;25;AZUL;336;;0
15;CH;30260;A;15;AZUL;336;;0
16;CH;63671;D;22;AZUL;336;;0
17;CH;49493;E;22;AZUL;336;;0
18;CH;47937;D;3;AZUL;336;;0
19;CH;63689;C;7;AZUL;336;;0
20;CH;34536;B;6;AZUL;336;;0
21;CH;39273;E;20;AZUL;336;;0
22;CH;9357;C;1;AZUL;336;;0
23;CH;40684;A;28;AZUL;336;;0
24;CH;60687;B;15;AZUL;336;;0
25;CH;41694;D;2;AZUL;336;;0
26;CH;31131;D;9;AZUL;336;;0
27;CH;60452;E;16;AZUL;336;;0
28;CH;68280;E;8;AZUL;336;;0
29;CH;30973;E;30;AZUL;336;;0
30;CH;49082;A;23;AZUL;336;;0
31;CH;25415;A;14;AZUL;336;;0
32;CH;27543;B;10;AZUL;336;;0
33;CH;40015;B;11;AZUL;336;;0
34;CH;38137;C;3;AZUL;336;;0
35;CH;26637;C;18;AZUL;336;;0
36;CH;54721;B;24;AZUL;336;;0
37;CH;63636;C;7;AZUL;336;;0
38;CH;13714;A;23;AZUL;336;;0
39;CH;47522;B;5;AZUL;336;;0
40;CH;49003;D;26;AZUL;336;;0
41;CH;7963;D;21;AZUL;336;;0
42;CH;64128;A;11;AZUL;336;;0
43;CH;47826;E;23;AZUL;336;;0
44;CH;63684;E;3;AZUL;336;;0
45;CH;24552;C;18;AZUL;336;;0
1;CH;7593;E;13;AMARELA;337;;0
2;CH;25659;B;19;AMARELA;337;;0
3;CH;66857;E;1;AMARELA;337;;0
4;CH;30260;A;15;AMARELA;337;;0
5;CH;63671;D;22;AMARELA;337;;0
6;CH;34536;B;6;AMARELA;337;;0
7;CH;49493;E;22;AMARELA;337;;0
8;CH;47937;D;3;AMARELA;337;;0
9;CH;63689;C;7;AMARELA;337;;0
10;CH;40684;A;28;AMARELA;337;;0
11;CH;60687;B;15;AMARELA;337;;0
12;CH;41694;D;2;AMARELA;337;;0
13;CH;31131;D;9;AMARELA;337;;0
14;CH;29964;E;6;AMARELA;337;;0
15;CH;64129;B;5;AMARELA;337;;0
16;CH;25144;B;24;AMARELA;337;;0
17;CH;8697;B;12;AMARELA;337;;0
18;CH;63940;B;5;AMARELA;337;;0
19;CH;52841;A;27;AMARELA;337;;0
20;CH;37869;B;25;AMARELA;337;;0
21;CH;23078;E;4;AMARELA;337;;0
22;CH;35663;D;17;AMARELA;337;;0
23;CH;26554;D;29;AMARELA;337;;0
24;CH;48333;D;8;AMARELA;337;;0
25;CH;39273;E;20;AMARELA;337;;0
26;CH;9357;C;1;AMARELA;337;;0
27;CH;47826;E;23;AMARELA;337;;0
28;CH;63684;E;3;AMARELA;337;;0
29;CH;24552;C;18;AMARELA;337;;0
30;CH;26637;C;18;AMARELA;337;;0
31;CH;54721;B;24;AMARELA;337;;0
32;CH;63636;C;7;AMARELA;337;;0
33;CH;13714;A;23;AMARELA;337;;0
34;CH;27543;B;10;AMARELA;337;;0
35;CH;40015;B;11;AMARELA;337;;0
36;CH;38137;C;3;AMARELA;337;;0
37;CH;30973;E;30;AMARELA;337;;0
38;CH;49082;A;23;AMARELA;337;;0
39;CH;25415;A;14;AMARELA;337;;0
40;CH;60452;E;16;AMARELA;337;;0
41;CH;68280;E;8;AMARELA;337;;0
42;CH;47522;B;5;AMARELA;337;;0
43;CH;49003;D;26;AMARELA;337;;0
44;CH;7963;D;21;AMARELA;337;;0
45;CH;64128;A;11;AMARELA;337;;0
1;CH;47826;E;23;BRANCA;338;;0
2;CH;63684;E;3;BRANCA;338;;0
3;CH;24552;C;18;BRANCA;338;;0
4;CH;47522;B;5;BRANCA;338;;0
5;CH;49003;D;26;BRANCA;338;;0
6;CH;7963;D;21;BRANCA;338;;0
7;CH;64128;A;11;BRANCA;338;;0
8;CH;26637;C;18;BRANCA;338;;0
9;CH;54721;B;24;BRANCA;338;;0
10;CH;63636;C;7;BRANCA;338;;0
11;CH;13714;A;23;BRANCA;338;;0
12;CH;27543;B;10;BRANCA;338;;0
13;CH;40015;B;11;BRANCA;338;;0
14;CH;38137;C;3;BRANCA;338;;0
15;CH;30973;E;30;BRANCA;338;;0
16;CH;49082;A;23;BRANCA;338;;0
17;CH;25415;A;14;BRANCA;338;;0
18;CH;30260;A;15;BRANCA;338;;0
19;CH;63671;D;22;BRANCA;338;;0
20;CH;60452;E;16;BRANCA;338;;0
21;CH;68280;E;8;BRANCA;338;;0
22;CH;49493;E;22;BRANCA;338;;0
23;CH;47937;D;3;BRANCA;338;;0
24;CH;63689;C;7;BRANCA;338;;0
25;CH;40684;A;28;BRANCA;338;;0
26;CH;60687;B;15;BRANCA;338;;0
27;CH;41694;D;2;BRANCA;338;;0
28;CH;31131;D;9;BRANCA;338;;0
29;CH;39273;E;20;BRANCA;338;;0
30;CH;9357;C;1;BRANCA;338;;0
31;CH;34536;B;6;BRANCA;338;;0
32;CH;63940;B;5;BRANCA;338;;0
33;CH;52841;A;27;BRANCA;338;;0
34;CH;37869;B;25;BRANCA;338;;0
35;CH;29964;E;6;BRANCA;338;;0
36;CH;64129;B;5;BRANCA;338;;0
37;CH;25144;B;24;BRANCA;338;;0
38;CH;8697;B;12;BRANCA;338;;0
39;CH;23078;E;4;BRANCA;338;;0
40;CH;35663;D;17;BRANCA;338;;0
41;CH;26554;D;29;BRANCA;338;;0
42;CH;7593;E;13;BRANCA;338;;0
43;CH;25659;B;19;BRANCA;338;;0
44;CH;66857;E;1;BRANCA;338;;0
45;CH;48333;D;8;BRANCA;338;;0
1;CH;40684;A;28;ROSA;339;;0
2;CH;60687;B;15;ROSA;339;;0
3;CH;41694;D;2;ROSA;339;;0
4;CH;31131;D;9;ROSA;339;;0
5;CH;29964;E;6;ROSA;339;;0
6;CH;64129;B;5;ROSA;339;;0
7;CH;25144;B;24;ROSA;339;;0
8;CH;8697;B;12;ROSA;339;;0
9;CH;23078;E;4;ROSA;339;;0
10;CH;35663;D;17;ROSA;339;;0
11;CH;26554;D;29;ROSA;339;;0
12;CH;49493;E;22;ROSA;339;;0
13;CH;47937;D;3;ROSA;339;;0
14;CH;63689;C;7;ROSA;339;;0
15;CH;48333;D;8;ROSA;339;;0
16;CH;27543;B;10;ROSA;339;;0
17;CH;40015;B;11;ROSA;339;;0
18;CH;38137;C;3;ROSA;339;;0
19;CH;26637;C;18;ROSA;339;;0
20;CH;54721;B;24;ROSA;339;;0
21;CH;63636;C;7;ROSA;339;;0
22;CH;13714;A;23;ROSA;339;;0
23;CH;30973;E;30;ROSA;339;;0
24;CH;49082;A;23;ROSA;339;;0
25;CH;25415;A;14;ROSA;339;;0
26;CH;60452;E;16;ROSA;339;;0
27;CH;68280;E;8;ROSA;339;;0
28;CH;63940;B;5;ROSA;339;;0
29;CH;52841;A;27;ROSA;339;;0
30;CH;37869;B;25;ROSA;339;;0
31;CH;7593;E;13;ROSA;339;;0
32;CH;25659;B;19;ROSA;339;;0
33;CH;66857;E;1;ROSA;339;;0
34;CH;39273;E;20;ROSA;339;;0
35;CH;9357;C;1;ROSA;339;;0
36;CH;47522;B;5;ROSA;339;;0
37;CH;49003;D;26;ROSA;339;;0
38;CH;7963;D;21;ROSA;339;;0
39;CH;64128;A;11;ROSA;339;;0
40;CH;30260;A;15;ROSA;339;;0
41;CH;63671;D;22;ROSA;339;;0
42;CH;47826;E;23;ROSA;339;;0
43;CH;63684;E;3;ROSA;339;;0
44;CH;24552;C;18;ROSA;339;;0
45;CH;34536;B;6;ROSA;339;;0
1;CH;48333;D;8;AZUL;356;;0
2;CH;7593;E;13;AZUL;356;;0
3;CH;25659;B;19;AZUL;356;;0
4;CH;66857;E;1;AZUL;356;;0
5;CH;23078;E;4;AZUL;356;;0
6;CH;35663;D;17;AZUL;356;;0
7;CH;26554;D;29;AZUL;356;;0
8;CH;29964;E;6;AZUL;356;;0
9;CH;64129;B;5;AZUL;356;;0
10;CH;25144;B;24;AZUL;356;;0
11;CH;8697;B;12;AZUL;356;;0
12;CH;63940;B;5;AZUL;356;;0
13;CH;52841;A;27;AZUL;356;;0
14;CH;37869;B;25;AZUL;356;;0
15;CH;30260;A;15;AZUL;356;;0
16;CH;63671;D;22;AZUL;356;;0
17;CH;49493;E;22;AZUL;356;;0
18;CH;47937;D;3;AZUL;356;;0
19;CH;63689;C;7;AZUL;356;;0
20;CH;34536;B;6;AZUL;356;;0
21;CH;39273;E;20;AZUL;356;;0
22;CH;9357;C;1;AZUL;356;;0
23;CH;40684;A;28;AZUL;356;;0
24;CH;60687;B;15;AZUL;356;;0
25;CH;41694;D;2;AZUL;356;;0
26;CH;31131;D;9;AZUL;356;;0
27;CH;60452;E;16;AZUL;356;;0
28;CH;68280;E;8;AZUL;356;;0
29;CH;30973;E;30;AZUL;356;;0
30;CH;49082;A;23;AZUL;356;;0
31;CH;25415;A;14;AZUL;356;;0
32;CH;27543;B;10;AZUL;356;;0
33;CH;40015;B;11;AZUL;356;;0
34;CH;38137;C;3;AZUL;356;;0
35;CH;26637;C;18;AZUL;356;;0
36;CH;54721;B;24;AZUL;356;;0
37;CH;63636;C;7;AZUL;356;;0
38;CH;13714;A;23;AZUL;356;;0
39;CH;47522;B;5;AZUL;356;;0
40;CH;49003;D;26;AZUL;356;;0
41;CH;7963;D;21;AZUL;356;;0
42;CH;64128;A;11;AZUL;356;;0
43;CH;47826;E;23;AZUL;356;;0
44;CH;63684;E;3;AZUL;356;;0
45;CH;24552;C;18;AZUL;356;;0
1;CH;7593;E;13;AMARELA;357;;0
2;CH;25659;B;19;AMARELA;357;;0
3;CH;66857;E;1;AMARELA;357;;0
4;CH;30260;A;15;AMARELA;357;;0
5;CH;63671;D;22;AMARELA;357;;0
6;CH;34536;B;6;AMARELA;357;;0
7;CH;49493;E;22;AMARELA;357;;0
8;CH;47937;D;3;AMARELA;357;;0
9;CH;63689;C;7;AMARELA;357;;0
10;CH;40684;A;28;AMARELA;357;;0
11;CH;60687;B;15;AMARELA;357;;0
12;CH;41694;D;2;AMARELA;357;;0
13;CH;31131;D;9;AMARELA;357;;0
14;CH;29964;E;6;AMARELA;357;;0
15;CH;64129;B;5;AMARELA;357;;0
16;CH;25144;B;24;AMARELA;357;;0
17;CH;8697;B;12;AMARELA;357;;0
18;CH;63940;B;5;AMARELA;357;;0
19;CH;52841;A;27;AMARELA;357;;0
20;CH;37869;B;25;AMARELA;357;;0
21;CH;23078;E;4;AMARELA;357;;0
22;CH;35663;D;17;AMARELA;357;;0
23;CH;26554;D;29;AMARELA;357;;0
24;CH;48333;D;8;AMARELA;357;;0
25;CH;39273;E;20;AMARELA;357;;0
26;CH;9357;C;1;AMARELA;357;;0
27;CH;47826;E;23;AMARELA;357;;0
28;CH;63684;E;3;AMARELA;357;;0
29;CH;24552;C;18;AMARELA;357;;0
30;CH;26637;C;18;AMARELA;357;;0
31;CH;54721;B;24;AMARELA;357;;0
32;CH;63636;C;7;AMARELA;357;;0
33;CH;13714;A;23;AMARELA;357;;0
34;CH;27543;B;10;AMARELA;357;;0
35;CH;40015;B;11;AMARELA;357;;0
36;CH;38137;C;3;AMARELA;357;;0
37;CH;30973;E;30;AMARELA;357;;0
38;CH;49082;A;23;AMARELA;357;;0
39;CH;25415;A;14;AMARELA;357;;0
40;CH;60452;E;16;AMARELA;357;;0
41;CH;68280;E;8;AMARELA;357;;0
42;CH;47522;B;5;AMARELA;357;;0
43;CH;49003;D;26;AMARELA;357;;0
44;CH;7963;D;21;AMARELA;357;;0
45;CH;64128;A;11;AMARELA;357;;0
1;CH;47826;E;23;BRANCA;358;;0
2;CH;63684;E;3;BRANCA;358;;0
3;CH;24552;C;18;BRANCA;358;;0
4;CH;47522;B;5;BRANCA;358;;0
5;CH;49003;D;26;BRANCA;358;;0
6;CH;7963;D;21;BRANCA;358;;0
7;CH;64128;A;11;BRANCA;358;;0
8;CH;26637;C;18;BRANCA;358;;0
9;CH;54721;B;24;BRANCA;358;;0
10;CH;63636;C;7;BRANCA;358;;0
11;CH;13714;A;23;BRANCA;358;;0
12;CH;27543;B;10;BRANCA;358;;0
13;CH;40015;B;11;BRANCA;358;;0
14;CH;38137;C;3;BRANCA;358;;0
15;CH;30973;E;30;BRANCA;358;;0
16;CH;49082;A;23;BRANCA;358;;0
17;CH;25415;A;14;BRANCA;358;;0
18;CH;30260;A;15;BRANCA;358;;0
19;CH;63671;D;22;BRANCA;358;;0
20;CH;60452;E;16;BRANCA;358;;0
21;CH;68280;E;8;BRANCA;358;;0
22;CH;49493;E;22;BRANCA;358;;0
23;CH;47937;D;3;BRANCA;358;;0
24;CH;63689;C;7;BRANCA;358;;0
25;CH;40684;A;28;BRANCA;358;;0
26;CH;60687;B;15;BRANCA;358;;0
27;CH;41694;D;2;BRANCA;358;;0
28;CH;31131;D;9;BRANCA;358;;0
29;CH;39273;E;20;BRANCA;358;;0
30;CH;9357;C;1;BRANCA;358;;0
31;CH;34536;B;6;BRANCA;358;;0
32;CH;63940;B;5;BRANCA;358;;0
33;CH;52841;A;27;BRANCA;358;;0
34;CH;37869;B;25;BRANCA;358;;0
35;CH;29964;E;6;BRANCA;358;;0
36;CH;64129;B;5;BRANCA;358;;0
37;CH;25144;B;24;BRANCA;358;;0
38;CH;8697;B;12;BRANCA;358;;0
39;CH;23078;E;4;BRANCA;358;;0
